"","record_id","time_point","participant_id","date","municipality","facilitator","facility","consent","sex","position","position_other","age","position_years","position_months","patient_volume","previous_training","previous_training_desc","post_module_attendance","post_ha","post_hu","post_re","post_la","post_s","post_au","post_n","fup_module_attendance","fup_ha","fup_hu","fup_re","fup_la","fup_s","fup_au","fup_n","knowledge_7l","knowledge_7a","knowledge_7b","knowledge_7c","knowledge_7d","knowledge_7e","knowledge_7f","knowledge_7g","knowledge_7h","knowledge_7i","knowledge_7j","knowledge_7k","knowledge_7m","knowledge_7n","knowledge_7o","knowledge_7p","knowledge_7q","knowledge_7r","knowledge_7s","knowledge_8a","knowledge_8b","knowledge_8c","knowledge_8d","knowledge_8e","knowledge_8f","knowledge_8g","knowledge_8h","knowledge_8i","knowledge_9a","knowledge_9b","knowledge_9c","knowledge_9d","knowledge_9e","knowledge_10a","knowledge_10b","knowledge_10c","knowledge_10d","knowledge_10e","knowledge_10f","knowledge_10g","knowledge_10h","knowledge_10i","knowledge_10j","attitudes_11a","attitudes_11b","attitudes_11c","attitudes_11d","attitudes_11e","attitudes_11f","attitudes_11g","attitudes_11h","attitudes_11i","attitudes_11j","attitudes_12a","attitudes_12b","attitudes_12c","attitudes_12d","attitudes_12e","attitudes_12f","attitudes_12g","attitudes_13a","attitudes_13b","attitudes_13c","attitudes_13d","attitudes_13e","attitudes_13f","attitudes_14a","attitudes_14b","attitudes_14c","attitudes_14d","attitudes_14e","attitudes_14f","system_support_15a","system_support_15b","system_support_15c","system_support_15d","system_support_15e","system_support_15f","confidence_16a","confidence_16b","confidence_16c","confidence_16d","confidence_16e","confidence_16f","confidence_16g","confidence_16h","confidence_16i","confidence_16j","empathy_17a","empathy_17b","empathy_17c","empathy_17d","empathy_17e","empathy_17f","empathy_17g","empathy_17h","empathy_17i","empathy_17j","empathy_17k","empathy_17l","empathy_17m","empathy_17n","empathy_17o","empathy_17p","practices_18","practices_18yes_number","practices_19a","practices_19b","practices_19c","practices_19d","practices_19e","practices_19f","practices_19g","practices_19h","practices_19i","harmonia_learning_lab_curriculum_pre_evaluation_complete"
"616",616,"Pre","110364",2021-07-19,"Ermera",NA,"CS ERMERA","Sin","Mane","g. Jerente",NA,"e.	Idade 55 ba leten","20",NA,NA,"b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","2. La konkorda","1. Aseita","1. Aseita","1. Aseita","1. Aseita","1. Aseita","1. Aseita","1. Aseita","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","1. La konkorda Liu","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. La prep Liu","1. Nunka","1. Nunka","1. Nunka","1. Nunka","1. Nunka","1. Nunka","2. Dala balu","1. Nunka","1. Nunka","1. Nunka","2. Dala balu","2. Dala balu","1. Nunka","1. Nunka","1. Nunka","1. Nunka","c. La aplikavel",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"617",617,"Pre","A.C.B",2021-07-19,"Ermera",NA,"CSI GUISERIDA","Sin","Feto","c. Parteira",NA,"d. Idade tinan 45-54","27","9","d. 40-59","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. La konkorda","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","2. La konkorda","2. Dala Ruma Aseita","2. Dala Ruma Aseita","1. Aseita","2. Dala Ruma Aseita","1. Aseita","2. Dala Ruma Aseita","1. Aseita","4. Konkorda","3. Netral","4. Konkorda","5. Konkorda Liu","3. Netral","3. Netral","3. Netral","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","1. Sin","2. Lae","1. Sin","2. Lae","1. Sin","2. Lae","3. Prep Sufisiente","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","3. Dala ruma","3. Dala ruma","4. Dala barak","2. Dala balu","3. Dala ruma","4. Dala barak","3. Dala ruma","4. Dala barak","4. Dala barak","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","2. Dala balu","2. Dala balu","3. Dala ruma","b. Lae",NA,"2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"618",618,"Pre","J.C",2021-07-19,"Ermera",NA,"CS GUISARUDO","Sin","Mane","d. Enfermeira/u",NA,"b. Idade tinan 25-34","1","2","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","3. La hatene","3. La hatene","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","3. Netral","2. La konkorda","2. La konkorda","5. Konkorda Liu","2. La konkorda","2. La konkorda","5. Konkorda Liu","1. La konkorda Liu","4. Konkorda","3. Nunka aseita","3. Nunka aseita","2. Dala Ruma Aseita","3. Nunka aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","3. Netral","4. Konkorda","3. Netral","4. Konkorda","2. La konkorda","2. La konkorda","1. La konkorda Liu","4. Konkorda","4. Konkorda","2. La konkorda","5. Konkorda Liu","4. Konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","1. La prep Liu","4. Prep Liu","1. La prep Liu","3. Dala ruma","1. Nunka","5. Sempre","1. Nunka","5. Sempre","3. Dala ruma","1. Nunka","5. Sempre","5. Sempre","1. Nunka","1. Nunka","1. Nunka","5. Sempre","1. Nunka","1. Nunka","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","Complete"
"619",619,"Pre","A.D.A",2021-07-19,"Ermera",NA,"CSI GUISARUDO","Sin","Mane","b. Mediku",NA,"c.	Idade tinan 35-44","7","6","c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","3. La hatene","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","2. Lae","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","4. Konkorda","2. La konkorda","3. Netral","4. Konkorda","3. Netral","2. La konkorda","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","1. Aseita","1. Aseita","4. Konkorda","3. Netral","3. Netral","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","3. Netral","4. Konkorda","3. Netral","4. Konkorda","3. Netral","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","4. Prep Liu","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","4. Prep Liu","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","3. Dala ruma","4. Dala barak","3. Dala ruma","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","2. Lae","1. Sin","1. Sin","1. Sin","Complete"
"620",620,"Pre","A.M.D",2021-07-19,"Ermera",NA,"CSI GUISARUDO OU PS URAHOU","Lae","Mane","d. Enfermeira/u",NA,"b. Idade tinan 25-34","3","4","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. Lae","1. Sim",NA,"1. Sim","1. Sim","3. La hatene","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","3. Netral","2. La konkorda","2. La konkorda","5. Konkorda Liu","1. La konkorda Liu","2. La konkorda","5. Konkorda Liu","2. La konkorda","5. Konkorda Liu","3. Nunka aseita","3. Nunka aseita","2. Dala Ruma Aseita","3. Nunka aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Netral","4. Konkorda","3. Netral","4. Konkorda","3. Netral","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Prep Naton","2. Prep Naton","4. Prep Liu","4. Prep Liu","2. Prep Naton","4. Prep Liu","4. Prep Liu","2. Prep Naton","4. Prep Liu","2. Prep Naton","4. Dala barak","3. Dala ruma","1. Nunka","1. Nunka","5. Sempre","3. Dala ruma","1. Nunka",NA,"1. Nunka","1. Nunka","3. Dala ruma","2. Dala balu","5. Sempre","1. Nunka","3. Dala ruma","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","2. Lae","Complete"
"621",621,"Pre","QUEI_250785",2021-07-19,"Ermera",NA,"CSI GUISARUDO","Sin","Mane","b. Mediku",NA,"c.	Idade tinan 35-44","9",NA,"d. 40-59","a. Sin","Iha fulan haat liu ba hetan ona treinamentu konaba violensia bazeia ba generu husi pradet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","1. La konkorda Liu","2. La konkorda","2. Dala Ruma Aseita","1. Aseita","1. Aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","1. Aseita","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","5. Konkorda Liu","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","5. Sempre","3. Dala ruma","5. Sempre","4. Dala barak","5. Sempre","4. Dala barak","1. Nunka","4. Dala barak","5. Sempre","1. Nunka","5. Sempre","1. Nunka","4. Dala barak","1. Nunka","3. Dala ruma","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","Complete"
"622",622,"Pre","23031983",2021-07-19,"Ermera",NA,"CS ERMERA","Sin","Feto","b. Mediku",NA,"c.	Idade tinan 35-44","9",NA,"c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","1. Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","1. Aseita","3. Netral","1. La konkorda Liu","2. La konkorda","1. La konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","2. Prep Naton","2. Prep Naton","3. Prep Sufisiente","3. Prep Sufisiente","2. Dala balu","2. Dala balu","5. Sempre","5. Sempre","3. Dala ruma","5. Sempre","1. Nunka","5. Sempre","3. Dala ruma","3. Dala ruma","1. Nunka","1. Nunka","3. Dala ruma","3. Dala ruma","1. Nunka","4. Dala barak","a. Sim",5,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","Complete"
"623",623,"Pre","1373",2021-07-19,"Ermera",NA,"CSI GUISARUDO","Sin",NA,"g. Jerente",NA,"d. Idade tinan 45-54","27","9","c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","1. Sim","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","4. Konkorda","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","1. La konkorda Liu","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","3. Nunka aseita","2. Dala Ruma Aseita","1. Aseita","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","4. Prep Liu","2. Prep Naton","4. Prep Liu","4. Prep Liu","4. Prep Liu","4. Prep Liu","2. Prep Naton","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Dala ruma","3. Dala ruma","5. Sempre","4. Dala barak","4. Dala barak","3. Dala ruma","1. Nunka","5. Sempre","5. Sempre","4. Dala barak","3. Dala ruma","1. Nunka","5. Sempre","5. Sempre","1. Nunka","5. Sempre","a. Sim",1,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin",NA,"1. Sin","Complete"
"624",624,"Pre","D.A.P",2021-07-19,"Ermera",NA,"CS ERMERA","Sin","Feto","c. Parteira",NA,"b. Idade tinan 25-34","2008","5","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","2. Lae","1. Sim","3. La hatene","2. Lae","2. Lae","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","5. Konkorda Liu","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","3. Netral","4. Konkorda","4. Konkorda","4. Konkorda","2. La konkorda","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","2. Dala Ruma Aseita","4. La Hatene","2. Dala Ruma Aseita","1. Aseita","4. Konkorda","4. Konkorda","4. Konkorda","5. Konkorda Liu","4. Konkorda","4. Konkorda","3. Netral","3. Netral","4. Konkorda","4. Konkorda","2. La konkorda","3. Netral","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Prep Naton","2. Prep Naton","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Dala ruma","3. Dala ruma","4. Dala barak","3. Dala ruma","4. Dala barak","4. Dala barak","1. Nunka","1. Nunka","3. Dala ruma","3. Dala ruma","1. Nunka","1. Nunka","4. Dala barak","5. Sempre","3. Dala ruma","5. Sempre","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","Complete"
"625",625,"Pre","U",2021-07-19,"Ermera",NA,"CS GLENO","Sin","Feto","c. Parteira",NA,"b. Idade tinan 25-34","2013","9","c. 20-39","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","2. La Loos","1. Sim","1. Sim","1. Sim","3. La hatene","1. Sim","3. La hatene","1. Sim","1. Sim","3. La hatene","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","4. Konkorda","3. Netral","4. Konkorda","5. Konkorda Liu","5. Konkorda Liu","4. Konkorda","2. La konkorda","4. Konkorda","2. La konkorda","4. Konkorda","3. Nunka aseita","3. Nunka aseita","4. La Hatene","3. Nunka aseita","3. Nunka aseita","4. La Hatene","4. La Hatene","5. Konkorda Liu","5. Konkorda Liu","4. Konkorda","5. Konkorda Liu","2. La konkorda","5. Konkorda Liu","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Prep Sufisiente","4. Prep Liu","4. Prep Liu","3. Dala ruma","2. Dala balu","3. Dala ruma","2. Dala balu","4. Dala barak","3. Dala ruma","1. Nunka","2. Dala balu","3. Dala ruma","4. Dala barak","2. Dala balu","1. Nunka","3. Dala ruma",NA,"1. Nunka","3. Dala ruma","b. Lae",NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin",NA,"1. Sin","1. Sin","Complete"
"626",626,"Pre","M.S",2021-07-19,"Ermera",NA,"CHC ERMERA","Sin","Feto","d. Enfermeira/u",NA,"b. Idade tinan 25-34","5","5","e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","5. Konkorda Liu","4. Konkorda","4. Konkorda","4. Konkorda","4. Konkorda","5. Konkorda Liu","1. Aseita","1. Aseita","2. Dala Ruma Aseita","3. Nunka aseita","3. Nunka aseita","1. Aseita","1. Aseita","4. Konkorda","3. Netral","4. Konkorda","5. Konkorda Liu","4. Konkorda","3. Netral","3. Netral","2. La konkorda","5. Konkorda Liu","4. Konkorda","4. Konkorda","4. Konkorda","3. La hatene","3. La hatene","3. La hatene","2. Lae","3. La hatene","3. La hatene","2. Prep Naton","4. Prep Liu","2. Prep Naton","3. Prep Sufisiente","2. Prep Naton","2. Prep Naton","4. Prep Liu","3. Prep Sufisiente","1. La prep Liu","2. Prep Naton","3. Dala ruma","3. Dala ruma","3. Dala ruma","1. Nunka","5. Sempre","5. Sempre","1. Nunka","5. Sempre","3. Dala ruma","3. Dala ruma","2. Dala balu","2. Dala balu","2. Dala balu","1. Nunka","1. Nunka","1. Nunka","b. Lae",NA,"1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin",NA,"Complete"
"627",627,"Pre",NA,2021-07-19,"Ermera",NA,"CS RAILAKO","Sin","Feto","c. Parteira",NA,"d. Idade tinan 45-54","07",NA,"e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","2. La Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","4. Konkorda","2. La konkorda","2. La konkorda","4. Konkorda","4. Konkorda","2. La konkorda","3. Netral","5. Konkorda Liu","5. Konkorda Liu","2. La konkorda",NA,NA,NA,NA,NA,NA,NA,NA,"3. Netral","4. Konkorda","4. Konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","2. La konkorda","4. Konkorda","2. La konkorda","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","3. Prep Sufisiente","2. Dala balu","2. Dala balu","3. Dala ruma","2. Dala balu","3. Dala ruma","4. Dala barak","3. Dala ruma","3. Dala ruma","3. Dala ruma",NA,"3. Dala ruma",NA,"4. Dala barak","4. Dala barak","2. Dala balu","2. Dala balu",NA,NA,"1. Sin","1. Sin","1. Sin","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","1. Sin","Complete"
"628",628,"Pre","J.S",2021-07-19,"Ermera",NA,"CS GLENO","Sin",NA,"d. Enfermeira/u",NA,"d. Idade tinan 45-54","20",NA,"e. 60 ka liu","b. Lae --favór ida muda ba iha Seksaun II, pergunta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Loos","1. Loos","1. Loos","2. La Loos","1. Loos","1. Loos","1. Loos","1. Loos","3. La Hatene","1. Loos","1. Loos","1. Loos","2. La Loos","3. La Hatene","1. Loos","2. La Loos","1. Loos","2. La Loos","1. Loos","2. Lae","1. Sim","1. Sim","2. Lae","3. La hatene","3. La hatene","3. La hatene","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","2. Lae","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","1. Sim","3. Netral","3. Netral","2. La konkorda","4. Konkorda","3. Netral","2. La konkorda","3. Netral","4. Konkorda","2. La konkorda","2. La konkorda","3. Nunka aseita","3. Nunka aseita","3. Nunka aseita","2. Dala Ruma Aseita","3. Nunka aseita","4. La Hatene","4. La Hatene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. Prep Sufisiente","2. Prep Naton","3. Prep Sufisiente","2. Prep Naton","4. Prep Liu","3. Dala ruma","1. Nunka","4. Dala barak","3. Dala ruma","2. Dala balu","4. Dala barak","3. Dala ruma","3. Dala ruma","3. Dala ruma","2. Dala balu","4. Dala barak","3. Dala ruma","2. Dala balu","4. Dala barak","3. Dala ruma","2. Dala balu",NA,NA,"1. Sin","2. Lae","1. Sin","1. Sin","2. Lae","1. Sin","1. Sin","2. Lae","2. Lae","Complete"
